id,dialup,broadband,no_internet,i_under_050,i_050_074,i_075_099,i_100_124,i_125_149,i_150_174,i_175_184,i_185_199,i_200_299,i_300_399,i_400_499,i_500_over
21227,0,42110,3413,1069,1452,1617,831,1606,1283,476,312,5422,4777,3406,8246
22005,140,40028,1810,1942,452,594,437,1552,1213,1088,241,3762,4414,4313,14949
22015,66,29813,15279,984,1764,1029,1589,1767,731,647,269,5396,3793,2766,11186
22017,205,62586,19786,2369,3213,3404,4147,2582,3180,879,1802,9420,6532,6996,13380
22019,61,60157,8062,2260,1184,2288,2320,2617,3214,682,1427,8686,6203,5416,13786
22033,216,139436,10298,3693,3249,3315,4783,4287,3908,1357,2079,13583,10926,9110,34864
22045,0,19844,1823,1760,757,786,766,328,778,467,831,2280,2313,1834,3965
22051,262,134213,14283,5170,2547,4534,5043,5044,4963,2515,2687,16969,14397,10317,31315
22055,79,81857,5714,2855,1883,1568,2752,2083,3346,694,1141,8778,8884,7543,17554
22057,0,28116,3119,1206,893,383,790,1347,1165,393,732,3604,3247,2605,6983
22063,63,42530,3998,705,350,916,1516,1357,1885,369,1650,5962,4784,4060,12397
22071,100,119773,16419,4351,3451,3418,3640,3925,3641,888,1214,9063,6728,5418,22366
22073,398,41170,4534,2717,1236,1621,2123,1145,1406,509,1074,4721,3847,3634,10457
22079,168,40165,3475,2300,794,1529,1297,1350,1681,210,881,5896,4760,3085,8968
22097,118,16542,5538,3048,1600,1240,686,1106,540,159,497,3817,2850,1446,3029
22103,193,80805,6268,2513,1528,2386,2716,2592,2177,1102,1811,8647,7770,8155,26525
22105,68,38389,3104,1495,1008,632,2524,1673,1263,391,465,5273,5286,3357,6238
22109,79,31279,1998,1359,324,1824,943,1193,574,407,1334,5431,4183,2438,6501
23001,117,37408,3333,686,603,1385,1246,927,639,838,606,4716,3990,3457,7440
23003,556,20419,3884,842,685,259,1079,869,1182,405,474,3270,3184,2147,3207
23005,298,109537,4968,1244,697,682,858,896,2015,1107,1640,9057,9220,9762,34964
23011,312,44166,3835,1077,711,348,977,1424,1202,767,492,6176,4875,3517,9539
23019,473,51076,4099,1418,1343,1004,825,1208,1829,518,1055,7038,6468,5132,8950
23031,598,75782,4891,831,551,1234,948,1213,1511,1124,1093,7559,7672,7500,23196
24001,82,21139,1592,766,490,687,1156,632,726,438,346,3424,2531,1945,3478
24003,85,195307,6242,3746,1592,2081,1661,2433,2169,1010,1793,15594,15424,16849,81274
24005,459,274596,15512,4314,4578,4183,4502,4904,5322,1239,2345,26356,26722,24353,94967
24009,0,28535,1470,261,203,65,697,0,590,44,78,1585,2879,2880,14985
24013,142,52913,1930,1151,619,622,648,667,425,217,671,4076,5349,5073,26687
24015,54,30166,2418,542,310,209,1026,957,399,317,396,3292,3818,3883,10418
24017,150,49735,2508,1464,743,0,567,951,898,413,819,4558,5381,5732,19957
24021,85,86364,3698,1249,1007,677,1286,1112,1277,720,639,7869,6100,6966,38018
24025,401,84378,3615,2140,670,783,1087,1046,1815,989,831,6719,7224,9545,34925
24027,251,110161,3121,1762,788,589,1205,1184,1843,1082,228,5877,6633,8099,56853
24031,715,340267,14652,4327,2756,4275,5148,5982,5255,2146,3673,22443,23535,20985,156766
24033,242,277133,23582,5364,2049,3844,4248,5939,7686,2889,3499,25969,26600,23103,94964
24037,107,35714,2168,620,363,1017,276,749,654,61,156,2519,2871,3793,15094
24043,109,45824,3842,1102,465,1261,925,1678,1644,570,815,5706,6483,3386,13037
24045,59,30320,3240,662,75,917,1222,1171,1423,540,881,4012,4231,2757,7081
24510,569,182628,26358,8319,4481,3565,5234,4972,5076,2400,3483,16779,15266,10399,37981
25001,102,77634,4399,947,517,1452,633,1467,1529,391,1203,6828,7378,5800,25895
25003,191,46851,2616,1220,260,448,730,547,872,491,392,5183,4732,3850,12893
25005,380,176758,14262,4659,2396,3667,4504,4534,4806,2079,4473,17241,19109,16041,57794
25009,508,255215,16828,5532,3471,6824,4751,5923,6011,1701,3308,23595,22369,20074,95034
25011,133,24687,2849,173,270,371,309,636,598,447,116,2938,2832,2300,6655
25013,946,141366,13219,6143,3460,4867,5278,4120,3544,1906,2666,16730,13743,12359,38543
25015,268,50886,3612,413,583,449,517,550,510,321,459,3620,3829,4781,18027
25017,873,553979,22134,7608,4479,5051,6512,6178,8097,4177,3906,30366,37532,40161,231241
25021,424,242941,10065,3340,1821,2259,2815,1754,2765,900,1873,13947,16255,16777,110430
25023,201,166542,10992,2063,1242,1014,2762,1905,2124,1395,2574,12154,16500,16340,71153
25025,528,269519,20646,7059,5415,5659,5915,4742,4974,3084,3510,19997,16444,14381,62361
25027,747,270744,13810,5218,3176,3004,5767,4287,6631,1673,4036,26823,26293,24428,90690
26005,227,36830,2945,1310,621,894,1032,1147,1213,254,1383,5829,6055,4279,8686
26017,30,37698,2102,1168,1634,856,753,855,1646,508,358,5888,4446,4235,6728
26021,112,47699,10428,1599,1851,1218,1998,2430,1550,699,859,6966,5730,5091,12235
26025,135,44706,4251,1614,1440,1644,1086,1443,867,663,1016,6023,5976,3319,7991
26037,145,25615,1589,450,81,428,530,632,357,204,189,3310,3948,3380,7237
26045,87,39091,2869,826,368,722,509,709,768,435,467,4107,5557,4730,10239
26049,457,133698,14273,5677,3666,4708,4141,4483,5065,2190,2801,15872,13341,13001,29970
26055,89,31662,2878,396,372,902,568,771,455,282,366,3138,3845,2550,9221
26065,116,93222,12463,2390,2041,1501,2719,2095,2141,1270,1238,9454,8154,7085,21870
26073,74,19865,3392,639,506,610,431,875,639,570,335,2765,2183,2034,3002
26075,213,51579,4435,1556,1246,992,2061,1612,1947,1364,882,6320,6814,4661,9951
26077,716,91524,4424,2513,905,1164,1672,1340,2122,772,2155,10212,8244,7094,22924
26081,475,211684,14731,5010,3462,3908,4933,5382,6186,2156,4500,26752,24279,20853,55699
26087,161,27751,2260,929,425,536,469,755,409,274,663,3631,3813,3762,7890
26091,118,31399,3183,714,218,590,1220,862,1365,547,640,5016,4320,3409,6973
26093,38,65699,3951,630,928,371,510,535,1680,603,883,6528,8057,7499,25927
26099,585,304203,15719,5715,5225,6769,6632,7927,8501,3982,4106,36467,34786,30133,77151
26103,16,21249,1968,487,390,383,423,520,605,227,221,2340,3353,2610,4283
26111,13,28099,1835,1222,948,342,1104,739,636,343,383,3845,3035,2267,7631
26115,144,51382,4456,1053,753,988,843,1294,1252,834,587,6484,7839,5700,14452
26121,421,55119,5173,1712,1186,1828,1527,3018,1601,904,1045,8692,7125,5278,10830
26125,575,450298,20519,6760,5119,3697,5335,7251,6792,4041,4361,34207,38884,41436,159245
26139,354,91047,5806,792,582,893,1000,2245,2118,630,1191,13238,15651,10808,25558
26145,311,64284,4745,2196,1656,2070,1884,1767,1486,1067,1896,9815,8298,5504,12999
26147,110,55606,3377,1429,2110,1362,1043,1201,952,582,1036,7754,5984,5794,13937
26155,47,23400,2430,625,344,299,706,523,567,366,732,4133,3487,1794,5540
26159,132,23286,2429,697,735,781,232,770,713,258,350,3946,3479,3614,5125
26161,34,130433,6939,3110,1131,1446,1845,1885,1769,909,937,8347,8683,9214,43322
26163,1279,535280,78749,34133,16851,16754,18350,16174,18229,7856,10309,63359,55630,41759,108801
27003,610,116417,4403,1462,491,1302,1089,2429,1808,643,1851,10387,14760,14038,40466
27013,31,23272,1396,199,473,886,720,737,323,246,462,2024,2020,3159,4960
27019,28,33668,1588,187,46,147,117,233,253,79,142,2686,3198,4376,16072
27037,220,149581,6042,1190,1066,2058,1791,1649,1984,1271,2148,10971,14387,16302,58374
27053,1005,447202,33936,6756,3682,5753,8570,6775,7789,2875,3629,31375,31904,31779,151414
27109,306,54907,4067,713,418,211,1171,1200,830,269,734,4031,5601,5849,18766
27123,837,182473,11180,5312,2552,3845,2184,3962,3724,1601,1561,16476,15156,12641,49929
27131,49,19884,1038,539,175,111,473,442,406,205,334,1976,2395,1997,5695
27137,544,67717,5953,1683,584,1379,970,1687,1444,774,999,7509,7554,7254,15758
27139,77,46335,1732,447,134,1322,498,945,1083,151,756,4322,4784,4697,20784
27141,213,29351,1121,191,519,417,422,668,434,359,269,2974,3754,4099,9433
27145,243,48917,4603,423,1175,1365,1087,1637,1174,362,815,5942,6685,5714,11941
27163,356,88123,2697,898,413,313,696,1335,282,605,580,7363,7553,8400,39781
27171,134,43026,1611,427,160,496,420,863,797,137,430,3847,5611,5570,16997
28033,59,56621,2898,1342,904,922,1433,1059,1961,655,1012,8201,6425,7585,14494
28035,0,20589,2557,1049,745,579,879,1625,479,242,507,2889,1533,765,3135
28047,205,68299,7179,5396,1432,1914,3135,1847,3125,544,1822,8863,6340,5958,12587
28049,74,68908,7352,2632,1752,3035,3137,3218,2496,1079,943,10118,7842,4935,11423
28059,371,42788,4296,2381,1212,1406,1005,1711,1317,268,941,6793,5130,3150,8439
28067,6,15548,7080,651,923,1078,361,1022,582,255,203,3480,3040,3198,2607
28075,81,24034,1854,1617,1256,809,1285,701,568,1104,829,3698,1973,1320,3698
28081,55,24502,3736,629,383,620,1248,1066,1716,331,552,4014,2847,3250,5561
28089,0,37350,1254,462,40,625,940,568,1001,642,825,3851,4137,3099,12840
28121,125,45690,5649,542,1162,719,1041,1139,1189,299,1233,7938,5717,3774,14032
29019,305,60408,8390,1195,1313,663,766,1066,1444,1191,902,5826,5031,5258,14850
29021,139,28026,2610,775,503,751,965,1153,374,405,652,3691,2970,2302,5575
29031,92,24529,1532,538,387,693,526,854,844,161,456,3853,3590,2572,4167
29037,14,34798,2919,493,392,1104,259,379,1097,753,424,4725,5161,4118,10808
29043,129,26040,2708,485,230,513,1113,776,770,293,469,4678,3700,3227,5810
29047,64,81714,5937,1648,310,721,1966,2047,1593,586,1446,8630,9344,8859,23109
29051,104,21305,6333,378,195,490,495,1061,955,0,434,3399,3237,2179,6847
29071,147,33596,2969,727,366,474,408,1461,821,631,873,5025,5831,3484,7733
29077,291,94711,16788,2594,1609,2617,2902,3503,1981,2230,3392,12739,12795,9680,16887
29095,320,240927,25757,5955,4617,5272,6328,6778,5877,3769,3899,29100,24751,21126,52865
29097,224,39129,3064,1777,856,1710,2232,1345,1396,348,1013,6097,5107,2599,6590
29099,51,75998,5292,1733,1511,679,1096,1425,1488,923,1478,11253,10187,9934,18918
29165,109,37018,1697,513,121,249,469,1183,527,280,710,3026,3149,3881,12379
29183,128,138007,4953,1398,805,1781,1870,1068,1582,762,1492,12614,17834,14106,49303
29187,61,20904,869,1075,313,1021,228,138,1520,248,489,3024,3470,2835,2574
29189,351,361065,17551,7260,5339,5325,7483,5202,7213,3944,4398,33423,35808,30319,115970
29510,33,109679,15973,6480,2267,2085,2808,3544,2080,1144,1580,8442,8192,6090,19187
30013,151,28264,2463,497,801,642,881,554,1354,763,385,4391,3760,2297,5891
30029,419,32482,1975,759,380,915,1132,1574,1049,316,161,4197,3646,3279,7375
30031,0,39313,2769,508,52,50,433,996,987,439,665,3849,3336,4442,10096
30049,0,23243,1674,556,638,463,438,72,378,0,481,1926,2876,2429,6422
30063,60,45992,1871,532,231,839,867,471,1408,495,1403,5975,4225,3561,10038
30111,269,55357,5074,1045,568,1200,1316,1226,1576,539,561,6286,6658,6788,12649
31055,460,192783,11240,3084,3489,2822,3850,3782,5186,2750,2987,18736,18890,18256,51055
31109,311,111827,6438,2113,903,1940,3054,1411,1676,1232,1153,12269,11611,10239,25657
31153,218,60577,2510,566,601,431,1279,1074,1307,307,655,6961,6654,5958,19762
32003,1956,685174,68833,19660,13475,17833,19262,23088,22775,8346,13855,92105,72515,52868,151559
32031,297,162707,13050,2684,2082,2760,3940,1972,4007,1778,2213,19275,15852,13649,40503
33005,262,25510,1380,215,421,510,432,259,628,80,94,2086,3126,2717,6364
33009,184,28726,3666,502,145,549,356,778,660,546,348,4042,2371,2211,9168
33011,794,145303,6832,2086,1255,1935,2774,1824,3330,1091,1111,11855,12709,13327,50746
33013,503,52251,2343,875,181,365,508,588,779,406,1119,5543,5423,4677,17550
33015,233,110152,4176,1564,703,884,790,888,869,819,723,8680,11568,8527,46886
33017,0,41423,3721,942,163,219,835,647,703,36,480,3333,4420,4307,13521
34001,219,83929,6729,2749,1684,2156,2257,2292,1449,936,1496,9811,8365,7363,23934
34003,660,304655,12981,5016,3719,5156,4115,4808,5578,2116,2595,22556,23859,24336,139539
34005,694,147919,7882,1841,658,1810,2142,2755,2159,989,1350,14130,14900,13492,59613
34007,480,159891,12520,4615,2881,3932,4278,4806,4206,1751,2525,13602,14325,14588,51266
34009,0,34144,2323,790,690,359,1057,456,557,115,677,3096,3511,3721,10744
34011,262,40994,3361,1115,1860,566,3481,1044,1427,1056,783,5214,3540,4897,9445
34013,472,241865,23993,10562,6470,6159,8719,5544,7262,2523,2550,24307,21086,17468,76947
34015,140,91575,3425,1457,622,928,1103,1161,1144,351,1251,8117,9288,9709,34365
34017,364,230930,15105,6281,5415,6776,6984,6096,5568,1366,3305,21253,17956,16683,61274
34019,188,44005,1322,616,197,474,407,545,484,490,115,1441,3612,3126,23632
34021,182,112661,11685,2388,2333,1505,2181,2419,2682,1627,1060,11081,8309,8746,45476
34023,564,253974,14463,5809,2117,4789,5040,3573,4572,2541,3231,25205,24356,25751,100916
34025,531,210742,10590,4272,1346,2053,2100,3282,3015,892,1995,14260,16732,13782,99829
34027,283,167392,4506,2203,345,1319,1112,1457,1876,732,426,9167,11622,13871,83162
34029,827,188044,16669,4826,2061,2824,3359,3971,4965,1883,3099,21333,21603,17643,62573
34031,75,142680,13860,4878,3753,4803,5548,4718,3703,1494,2402,17439,14202,15471,46793
34033,29,20220,1793,718,243,455,996,769,604,130,391,1798,1537,2347,6357
34035,204,110980,3434,1066,783,832,923,1147,1476,1140,641,6148,7076,7902,59001
34037,142,49712,1405,691,309,416,470,714,648,770,445,3916,3830,4458,21767
34039,363,163249,10857,2394,1766,3082,5121,3525,4252,1498,1968,16555,17248,15149,65203
34041,62,35674,2001,672,107,182,448,781,624,415,415,3490,3049,3245,13743
35001,649,219773,29826,9357,5139,4920,6610,7549,5179,2319,4378,25187,23343,17105,48643
35005,203,16088,3085,509,908,1037,1508,787,1242,615,456,2627,2501,1306,2495
35013,175,54923,15114,3744,2949,4941,4135,2899,2423,1256,1302,8388,5705,4137,10884
35025,0,18652,2405,1197,457,555,951,823,480,410,510,3560,2689,1030,3590
35031,519,9456,3623,1829,1400,915,1269,951,1049,469,493,2084,1609,980,1761
35035,148,19282,2410,1206,311,530,936,395,1096,138,155,2241,2698,1678,2364
35043,285,44985,3219,1357,654,738,1142,1244,1464,881,743,7521,6812,3440,10845
35045,155,31089,5752,2745,1213,1852,1785,1448,1992,914,697,4210,4326,2830,5536
35049,214,51018,3887,888,454,1345,2007,1233,1535,932,1163,5127,4854,3220,13730
35061,38,21123,3842,878,721,470,511,1880,959,662,364,2430,3708,2274,3337
36001,498,107180,7070,2642,1024,1446,2056,1959,2083,1525,1332,7890,10679,7859,31837
36005,1002,389784,59198,35687,22280,20619,20080,19062,17528,8203,9395,51867,40026,25156,53311
36007,176,63864,4719,2487,1182,1875,2063,1269,2158,728,867,6684,6395,5675,13378
36009,61,24076,2662,737,971,938,1151,525,1139,294,798,3869,4108,2523,4114
36011,89,24363,2354,388,492,588,666,573,764,350,461,3491,2862,1888,5877
36013,421,41739,4291,1640,1029,1778,947,1336,1310,658,861,5450,4502,4313,8007
36015,45,27975,2436,743,291,478,591,801,1932,338,515,3522,2670,3092,5864
36019,146,26575,2119,462,704,562,1005,760,716,582,397,3338,2925,2568,6539
36027,219,95448,5611,1800,1234,1629,2105,1307,2234,1261,1407,6019,7660,7903,37076
36029,1159,326751,21954,9428,6213,5929,8238,7161,8430,3652,4209,32770,33170,27599,83603
36045,92,37712,2981,823,447,604,775,1490,1556,792,495,5975,4944,3316,6776
36047,1015,790232,71742,35407,25768,29815,29557,24892,23551,10149,15745,80034,63002,58605,194937
36051,102,20381,1377,486,222,76,459,343,516,198,57,2832,3016,1673,5255
36053,42,22398,1162,372,622,121,581,848,279,336,458,2753,3137,2118,5965
36055,1147,258843,15780,7566,4637,5204,5358,7030,5267,2336,3576,21981,23319,24221,70243
36059,515,403884,17471,5601,3830,4685,5824,4642,6941,3884,3927,28464,30929,33516,208590
36061,668,651863,43330,15225,10978,12468,10853,11490,9760,2809,5049,29472,26960,18673,166095
36063,458,72431,6467,2435,1929,1177,1627,1596,1910,600,1323,7881,8138,7894,18625
36065,152,74875,4319,3014,1519,1571,3138,1879,2591,1358,839,9698,6576,7065,17178
36067,291,146259,16943,5122,2777,3267,3150,3217,3493,1758,2232,15895,16425,13059,44781
36069,40,38537,2115,763,362,630,589,583,702,597,564,4127,3288,3952,11071
36071,222,107403,8593,2862,2690,2157,2998,2130,3579,1568,2424,10542,10308,10015,39715
36075,458,38780,2152,1929,586,929,1300,712,1093,594,498,4533,4113,3810,9449
36079,0,32386,1131,395,394,463,82,389,613,69,166,2235,3708,3144,15616
36081,935,671403,55436,16145,13625,19190,21978,25341,25822,12312,14885,82709,70196,55940,181599
36083,504,56808,2749,1305,1194,630,799,508,1303,426,749,4220,5060,6956,16929
36085,272,138554,14866,4911,2710,2900,2452,3614,2300,1321,2026,13576,15973,12910,53749
36087,163,84365,3949,2421,2716,2299,2546,2153,2825,912,882,7027,7723,5769,37510
36089,157,33319,2556,1059,861,740,1259,892,843,694,795,3995,4982,3046,6813
36091,200,84010,4469,930,487,499,753,779,2072,806,900,6044,7232,7277,33062
36093,52,46514,3866,580,670,507,901,1219,661,840,413,4444,4285,3790,12979
36101,182,32423,2985,490,591,821,908,1004,1090,647,495,4003,4425,3430,7507
36103,848,446551,20457,6930,5518,5061,5316,7611,8052,3458,5066,36399,38228,38131,200646
36105,154,23324,2152,649,582,669,1095,970,663,395,172,2977,2125,2401,4789
36109,90,34835,3558,279,612,248,521,1119,247,412,365,2654,2938,2670,8577
36111,393,60576,3627,817,1518,816,966,1548,1605,513,287,5348,7049,4993,17284
36113,64,22270,2013,307,457,666,477,414,403,132,334,2688,2774,1499,6901
36117,76,29922,1972,404,708,228,534,831,686,175,453,4403,4488,3652,7882
36119,399,308215,19201,4726,3507,4465,6061,5117,4628,2625,3332,23747,22644,19993,137676
37001,104,50922,6352,1528,1141,850,1980,1572,1932,651,1575,7122,5908,4456,11784
37019,17,51868,1718,1084,450,785,1126,1137,600,910,631,5821,6688,6071,13605
37021,147,89428,6452,955,1284,1381,1948,2986,2127,1401,1157,10373,9234,7682,21862
37023,137,26489,5235,654,1173,616,1794,1250,1146,258,516,4836,3105,2705,5810
37025,203,67089,2850,2154,773,1277,2157,1184,1715,1109,1137,8255,7560,7446,19634
37027,37,25295,1961,925,857,1310,1860,1287,891,1077,492,3302,3643,2498,4307
37031,61,25165,1527,322,190,135,370,667,1275,230,607,3013,3607,1989,5797
37035,201,52316,4090,1303,1940,1314,2043,1760,1830,1647,1003,8020,6591,5715,10505
37037,81,22385,3408,532,246,442,532,420,714,197,593,2881,1836,2116,9669
37045,118,22583,5704,1534,1293,1056,1205,1338,999,337,845,4499,3262,3522,4026
37049,45,34705,2736,1448,1135,555,1238,837,1068,833,821,5334,3409,4093,6773
37051,214,110599,6787,4129,3442,3735,4252,3941,4050,2635,2345,14633,11177,7704,18212
37057,159,54408,6551,2561,2024,1500,1976,2773,2501,1680,1124,7658,6703,6232,10314
37063,66,113793,7811,2482,1921,2251,2033,2738,3114,1938,2021,10291,8698,8945,28238
37067,316,120350,17587,5179,2599,3873,3323,3867,4017,1935,1754,15869,12605,9827,27289
37069,204,21835,1300,210,679,518,756,798,619,478,436,3771,1899,2827,6257
37071,197,69899,5790,2417,1237,1493,1495,2912,2700,1207,1505,9703,10130,6623,14838
37081,258,170171,18930,6695,4346,4837,4103,5914,6368,3431,4466,20099,17151,14106,42104
37085,92,36604,5806,1204,1380,1446,1453,2210,1528,493,1127,6533,5275,3417,6902
37089,120,41771,2875,831,270,844,1011,1041,704,765,661,6629,5507,3391,10484
37097,133,58820,3758,1162,1177,1348,1396,2134,2202,792,2272,8738,8867,4779,15977
37101,253,53951,9823,1039,881,1941,2027,2697,3292,2098,746,8493,7913,5678,14469
37109,98,30461,1327,1134,467,549,330,157,877,466,316,4949,3896,3191,8073
37119,297,376393,23661,7813,5279,8447,7868,8247,9590,4741,5822,37831,31060,26930,103382
37125,272,34469,1860,872,735,263,1048,528,944,173,1187,4192,4760,2712,8665
37127,157,30468,2917,1267,132,979,1039,758,426,1007,810,6561,3307,2398,6276
37129,160,85113,7745,3123,790,682,1630,1405,1209,1524,1371,8093,8170,7575,17653
37133,162,60712,3520,2662,2303,1294,2092,1844,3200,799,1626,10480,8373,5215,9029
37135,164,46905,3562,1290,63,367,279,1524,1253,977,617,3586,3330,2204,17445
37147,0,56980,5275,2649,923,1618,2382,1260,1933,712,1732,6996,4077,4490,9389
37151,212,43606,6019,2261,897,897,1605,1791,2268,782,1119,8495,5296,4462,8684
37155,122,30065,8681,2889,1187,1731,2397,2179,2279,977,900,5176,4408,2987,3573
37157,72,24796,3618,1376,800,1663,884,946,1219,926,211,5359,3907,2685,5171
37159,103,43499,3444,1896,1258,2079,1624,1956,885,480,721,6979,5430,4869,7716
37161,88,19054,2992,1266,546,1045,641,1366,362,366,510,4557,1616,2526,3032
37171,209,17207,6108,549,552,848,577,1264,1310,371,360,3635,2704,1866,4948
37179,57,71702,2219,884,654,1034,1888,1898,1830,465,1412,8335,8949,7899,26075
37183,52,375788,20198,5747,2934,4959,6850,6680,6149,3352,4409,33959,30187,34183,132565
37191,54,39408,3262,1790,1450,2657,1568,2217,1110,1121,1436,6028,3191,3943,6349
37193,64,23107,2720,1031,817,814,721,473,913,242,889,3926,3496,2012,3774
37195,101,23778,2749,1628,733,359,1328,910,961,209,272,2618,2345,2135,5074
38015,198,33302,4229,166,149,252,337,560,383,99,393,2976,4654,3655,11414
38017,9,63085,6372,862,615,1123,935,1078,669,772,996,5259,4957,6149,18431
38035,0,24318,3828,412,115,440,865,373,1098,243,653,2067,2962,1645,6431
38101,64,22659,2204,287,42,247,277,333,532,0,476,2449,2192,2521,5381
39003,32,34687,2236,792,586,658,1206,1211,998,155,562,6451,4142,3038,6169
39007,359,27208,2047,1205,681,1323,990,736,552,501,364,3891,3264,3474,5143
39009,0,17974,1991,704,621,908,140,613,390,216,240,1610,2270,1037,2828
39013,90,18092,1935,329,441,346,711,524,783,254,452,2809,2956,2338,2781
39017,303,124478,7849,3514,2109,1729,3292,2826,3638,2015,1729,14907,13441,12059,33501
39023,224,47401,2659,1297,1421,847,1165,1322,1926,926,915,6306,6241,4224,7958
39025,388,67891,3936,933,824,589,1529,1411,1219,627,1233,8240,8845,7273,18802
39029,173,33758,2401,1136,739,1080,831,1363,1229,749,970,4631,4219,3269,5880
39035,1982,439928,42886,16860,11198,10534,10851,10445,11132,3784,6598,44610,37643,32457,99218
39041,299,67402,1377,467,252,536,433,1021,694,264,736,5315,6683,6143,30680
39043,301,24292,4195,301,580,480,905,755,1536,150,484,3278,3085,2714,5429
39045,191,46951,4414,1063,173,1325,1369,1350,1944,785,622,5388,5426,5893,14889
39049,541,454906,32474,12325,8988,9633,10233,11892,11077,4106,5810,45032,39204,35082,107946
39055,95,29326,2112,220,216,264,874,513,500,162,783,2296,3797,3195,12454
39057,0,58193,2812,1374,678,1509,762,1031,1358,810,681,5361,6254,5410,17895
39061,915,296562,17098,10304,4872,6298,5721,5897,7807,2398,3522,29603,25690,23794,75056
39063,160,27628,1488,787,97,269,176,687,504,265,714,3183,3393,3489,6141
39081,31,20773,1207,683,654,944,489,854,674,452,566,2422,2987,2206,3791
39085,287,84384,5619,795,729,1083,884,1607,1729,645,1003,10148,11752,8618,22284
39089,152,53992,3154,1496,733,547,1282,984,2089,484,468,6719,6596,7103,15994
39093,670,97161,15317,3761,2038,3476,2425,1709,2188,1082,1717,11620,12618,9447,28097
39095,332,148043,13358,6516,3816,3076,5423,4577,4943,2016,2679,16281,13100,11943,29240
39099,273,79947,5806,2833,2240,2560,1495,2863,2531,649,1479,8763,8690,9710,15599
39101,7,19398,2543,960,434,407,890,716,651,198,525,2744,2482,1348,2915
39103,113,61580,5022,933,758,1341,449,977,967,604,1333,7013,7709,8377,22010
39109,253,35426,1541,538,241,271,701,449,720,423,394,4728,4488,3797,9544
